InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,Generation
Basic_A0,,,1.0,0.75,,0.018,0.0029,centralus,V1
Basic_A0,,,1.0,0.75,,0.018,0.0029,eastus,V1
Basic_A0,,,1.0,0.75,,0.018,0.0029,eastus2,V1
Basic_A0,,,1.0,0.75,,0.018,0.0029,northcentralus,V1
Basic_A0,,,1.0,0.75,,0.018,0.0029,southcentralus,V1
Basic_A0,,,1.0,0.75,,0.018,0.0029,westcentralus,V1
Basic_A0,,,1.0,0.75,,0.018,0.0029,westus,V1
Basic_A0,,,1.0,0.75,,0.018,0.0029,westus2,V1
Basic_A1,,,1.0,1.75,,0.025,0.004028,centralus,V1
Basic_A1,,,1.0,1.75,,0.023,0.003705,eastus,V1
Basic_A1,,,1.0,1.75,,0.024,0.003866,eastus2,V1
Basic_A1,,,1.0,1.75,,0.023,0.003705,northcentralus,V1
Basic_A1,,,1.0,1.75,,0.025,0.004028,southcentralus,V1
Basic_A1,,,1.0,1.75,,0.025,0.004028,westcentralus,V1
Basic_A1,,,1.0,1.75,,0.031,0.004994,westus,V1
Basic_A1,,,1.0,1.75,,0.023,0.003705,westus2,V1
Basic_A2,,,2.0,3.5,,0.085,0.013694,centralus,V1
Basic_A2,,,2.0,3.5,,0.079,0.012727,eastus,V1
Basic_A2,,,2.0,3.5,,0.068,0.010955,eastus2,V1
Basic_A2,,,2.0,3.5,,0.085,0.013694,northcentralus,V1
Basic_A2,,,2.0,3.5,,0.079,0.012727,southcentralus,V1
Basic_A2,,,2.0,3.5,,0.079,0.012727,westcentralus,V1
Basic_A2,,,2.0,3.5,,0.081,0.013049,westus,V1
Basic_A2,,,2.0,3.5,,0.068,0.010955,westus2,V1
Basic_A3,,,4.0,7,,0.188,0.030287,centralus,V1
Basic_A3,,,4.0,7,,0.176,0.028354,eastus,V1
Basic_A3,,,4.0,7,,0.176,0.028354,eastus2,V1
Basic_A3,,,4.0,7,,0.188,0.030287,northcentralus,V1
Basic_A3,,,4.0,7,,0.176,0.028354,southcentralus,V1
Basic_A3,,,4.0,7,,0.176,0.028354,westcentralus,V1
Basic_A3,,,4.0,7,,0.188,0.030287,westus,V1
Basic_A3,,,4.0,7,,0.176,0.028354,westus2,V1
Basic_A4,,,8.0,14,,0.376,0.060574,centralus,V1
Basic_A4,,,8.0,14,,0.352,0.056707,eastus,V1
Basic_A4,,,8.0,14,,0.352,0.056707,eastus2,V1
Basic_A4,,,8.0,14,,0.376,0.060574,northcentralus,V1
Basic_A4,,,8.0,14,,0.352,0.056707,southcentralus,V1
Basic_A4,,,8.0,14,,0.352,0.056707,westcentralus,V1
Basic_A4,,,8.0,14,,0.376,0.060574,westus,V1
Basic_A4,,,8.0,14,,0.352,0.056707,westus2,V1
Standard_A0,,,1.0,0.75,,0.02,0.003222,centralus,V1
Standard_A0,,,1.0,0.75,,0.02,0.003222,eastus,V1
Standard_A0,,,1.0,0.75,,0.02,0.003222,eastus2,V1
Standard_A0,,,1.0,0.75,,0.02,0.003222,northcentralus,V1
Standard_A0,,,1.0,0.75,,0.02,0.003222,southcentralus,V1
Standard_A0,,,1.0,0.75,,0.02,0.003222,westcentralus,V1
Standard_A0,,,1.0,0.75,,0.02,0.003222,westus,V1
Standard_A0,,,1.0,0.75,,0.02,0.003222,westus2,V1
Standard_A1,,,1.0,1.75,,0.06,0.009666,centralus,V1
Standard_A1,,,1.0,1.75,,0.06,0.009666,eastus,V1
Standard_A1,,,1.0,1.75,,0.06,0.009666,eastus2,V1
Standard_A1,,,1.0,1.75,,0.06,0.009666,northcentralus,V1
Standard_A1,,,1.0,1.75,,0.06,0.009666,southcentralus,V1
Standard_A1,,,1.0,1.75,,0.051,0.008216,westcentralus,V1
Standard_A1,,,1.0,1.75,,0.06,0.009666,westus,V1
Standard_A1,,,1.0,1.75,,0.051,0.008216,westus2,V1
Standard_A1_v2,,,1.0,2,,0.043,0.004364,centralus,V1
Standard_A1_v2,,,1.0,2,,0.043,0.018051,eastus,V1
Standard_A1_v2,,,1.0,2,,0.043,0.016215,eastus2,V1
Standard_A1_v2,,,1.0,2,,0.043,0.004536,northcentralus,V1
Standard_A1_v2,,,1.0,2,,0.043,0.008131,southcentralus,V1
Standard_A1_v2,,,1.0,2,,0.04,0.005764,westcentralus,V1
Standard_A1_v2,,,1.0,2,,0.043,0.00562,westus,V1
Standard_A1_v2,,,1.0,2,,0.036,0.006012,westus2,V1
Standard_A2,,,2.0,3.5,,0.12,0.019332,centralus,V1
Standard_A2,,,2.0,3.5,,0.12,0.019332,eastus,V1
Standard_A2,,,2.0,3.5,,0.12,0.019332,eastus2,V1
Standard_A2,,,2.0,3.5,,0.12,0.019332,northcentralus,V1
Standard_A2,,,2.0,3.5,,0.12,0.019332,southcentralus,V1
Standard_A2,,,2.0,3.5,,0.101,0.016271,westcentralus,V1
Standard_A2,,,2.0,3.5,,0.12,0.019332,westus,V1
Standard_A2,,,2.0,3.5,,0.101,0.016271,westus2,V1
Standard_A2m_v2,,,2.0,16,,0.129,0.013094,centralus,V1
Standard_A2m_v2,,,2.0,16,,0.119,0.049956,eastus,V1
Standard_A2m_v2,,,2.0,16,,0.119,0.044875,eastus2,V1
Standard_A2m_v2,,,2.0,16,,0.129,0.01361,northcentralus,V1
Standard_A2m_v2,,,2.0,16,,0.124,0.023448,southcentralus,V1
Standard_A2m_v2,,,2.0,16,,0.119,0.017148,westcentralus,V1
Standard_A2m_v2,,,2.0,16,,0.149,0.019474,westus,V1
Standard_A2m_v2,,,2.0,16,,0.099,0.016533,westus2,V1
Standard_A2_v2,,,2.0,4,,0.091,0.009236,centralus,V1
Standard_A2_v2,,,2.0,4,,0.091,0.038202,eastus,V1
Standard_A2_v2,,,2.0,4,,0.091,0.034316,eastus2,V1
Standard_A2_v2,,,2.0,4,,0.091,0.0096,northcentralus,V1
Standard_A2_v2,,,2.0,4,,0.091,0.017208,southcentralus,V1
Standard_A2_v2,,,2.0,4,,0.083,0.01196,westcentralus,V1
Standard_A2_v2,,,2.0,4,,0.091,0.011894,westus,V1
Standard_A2_v2,,,2.0,4,,0.076,0.012692,westus2,V1
Standard_A3,,,4.0,7,,0.24,0.038664,centralus,V1
Standard_A3,,,4.0,7,,0.24,0.038664,eastus,V1
Standard_A3,,,4.0,7,,0.24,0.038664,eastus2,V1
Standard_A3,,,4.0,7,,0.24,0.038664,northcentralus,V1
Standard_A3,,,4.0,7,,0.24,0.038664,southcentralus,V1
Standard_A3,,,4.0,7,,0.202,0.032542,westcentralus,V1
Standard_A3,,,4.0,7,,0.24,0.038664,westus,V1
Standard_A3,,,4.0,7,,0.202,0.032542,westus2,V1
Standard_A4,,,8.0,14,,0.48,0.077328,centralus,V1
Standard_A4,,,8.0,14,,0.48,0.077328,eastus,V1
Standard_A4,,,8.0,14,,0.48,0.077328,eastus2,V1
Standard_A4,,,8.0,14,,0.48,0.077328,northcentralus,V1
Standard_A4,,,8.0,14,,0.48,0.077328,southcentralus,V1
Standard_A4,,,8.0,14,,0.405,0.065246,westcentralus,V1
Standard_A4,,,8.0,14,,0.48,0.077328,westus,V1
Standard_A4,,,8.0,14,,0.405,0.065246,westus2,V1
Standard_A4m_v2,,,4.0,32,,0.27,0.027405,centralus,V1
Standard_A4m_v2,,,4.0,32,,0.238,0.099912,eastus,V1
Standard_A4m_v2,,,4.0,32,,0.249,0.093898,eastus2,V1
Standard_A4m_v2,,,4.0,32,,0.27,0.028485,northcentralus,V1
Standard_A4m_v2,,,4.0,32,,0.248,0.046897,southcentralus,V1
Standard_A4m_v2,,,4.0,32,,0.249,0.035881,westcentralus,V1
Standard_A4m_v2,,,4.0,32,,0.297,0.038818,westus,V1
Standard_A4m_v2,,,4.0,32,,0.208,0.034736,westus2,V1
Standard_A4_v2,,,4.0,8,,0.191,0.019386,centralus,V1
Standard_A4_v2,,,4.0,8,,0.191,0.080182,eastus,V1
Standard_A4_v2,,,4.0,8,,0.191,0.072026,eastus2,V1
Standard_A4_v2,,,4.0,8,,0.191,0.02015,northcentralus,V1
Standard_A4_v2,,,4.0,8,,0.191,0.036118,southcentralus,V1
Standard_A4_v2,,,4.0,8,,0.175,0.025218,westcentralus,V1
Standard_A4_v2,,,4.0,8,,0.191,0.024964,westus,V1
Standard_A4_v2,,,4.0,8,,0.159,0.026553,westus2,V1
Standard_A5,,,2.0,14,,0.25,0.040275,centralus,V1
Standard_A5,,,2.0,14,,0.25,0.040275,eastus,V1
Standard_A5,,,2.0,14,,0.22,0.035442,eastus2,V1
Standard_A5,,,2.0,14,,0.25,0.040275,northcentralus,V1
Standard_A5,,,2.0,14,,0.22,0.035442,southcentralus,V1
Standard_A5,,,2.0,14,,0.22,0.035442,westcentralus,V1
Standard_A5,,,2.0,14,,0.25,0.040275,westus,V1
Standard_A5,,,2.0,14,,0.22,0.035442,westus2,V1
Standard_A6,,,4.0,28,,0.5,0.08055,centralus,V1
Standard_A6,,,4.0,28,,0.5,0.08055,eastus,V1
Standard_A6,,,4.0,28,,0.44,0.070884,eastus2,V1
Standard_A6,,,4.0,28,,0.5,0.08055,northcentralus,V1
Standard_A6,,,4.0,28,,0.44,0.070884,southcentralus,V1
Standard_A6,,,4.0,28,,0.44,0.070884,westcentralus,V1
Standard_A6,,,4.0,28,,0.5,0.08055,westus,V1
Standard_A6,,,4.0,28,,0.44,0.070884,westus2,V1
Standard_A7,,,8.0,56,,1.0,0.1611,centralus,V1
Standard_A7,,,8.0,56,,1.0,0.1611,eastus,V1
Standard_A7,,,8.0,56,,0.88,0.141768,eastus2,V1
Standard_A7,,,8.0,56,,1.0,0.1611,northcentralus,V1
Standard_A7,,,8.0,56,,0.88,0.141768,southcentralus,V1
Standard_A7,,,8.0,56,,0.88,0.141768,westcentralus,V1
Standard_A7,,,8.0,56,,1.0,0.1611,westus,V1
Standard_A7,,,8.0,56,,0.88,0.141768,westus2,V1
Standard_A8m_v2,,,8.0,64,,0.568,0.057652,centralus,V1
Standard_A8m_v2,,,8.0,64,,0.475,0.199405,eastus,V1
Standard_A8m_v2,,,8.0,64,,0.524,0.1976,eastus2,V1
Standard_A8m_v2,,,8.0,64,,0.568,0.059924,northcentralus,V1
Standard_A8m_v2,,,8.0,64,,0.495,0.093604,southcentralus,V1
Standard_A8m_v2,,,8.0,64,,0.524,0.075508,westcentralus,V1
Standard_A8m_v2,,,8.0,64,,0.594,0.077636,westus,V1
Standard_A8m_v2,,,8.0,64,,0.437,0.072979,westus2,V1
Standard_A8_v2,,,8.0,16,,0.4,0.0406,centralus,V1
Standard_A8_v2,,,8.0,16,,0.4,0.16792,eastus,V1
Standard_A8_v2,,,8.0,16,,0.4,0.15084,eastus2,V1
Standard_A8_v2,,,8.0,16,,0.4,0.0422,northcentralus,V1
Standard_A8_v2,,,8.0,16,,0.4,0.07564,southcentralus,V1
Standard_A8_v2,,,8.0,16,,0.367,0.052885,westcentralus,V1
Standard_A8_v2,,,8.0,16,,0.4,0.05228,westus,V1
Standard_A8_v2,,,8.0,16,,0.333,0.055611,westus2,V1
Standard_B12ms,,,12.0,48,,0.599,,centralus,"V1,V2"
Standard_B12ms,,,12.0,48,,0.499,,eastus,"V1,V2"
Standard_B12ms,,,12.0,48,,0.499,,eastus2,"V1,V2"
Standard_B12ms,,,12.0,48,,0.499,,northcentralus,"V1,V2"
Standard_B12ms,,,12.0,48,,0.599,,southcentralus,"V1,V2"
Standard_B12ms,,,12.0,48,,0.599,,westcentralus,"V1,V2"
Standard_B12ms,,,12.0,48,,0.595,,westus,"V1,V2"
Standard_B12ms,,,12.0,48,,0.499,,westus2,"V1,V2"
Standard_B16ms,,,16.0,64,,0.799,,centralus,"V1,V2"
Standard_B16ms,,,16.0,64,,0.666,,eastus,"V1,V2"
Standard_B16ms,,,16.0,64,,0.666,,eastus2,"V1,V2"
Standard_B16ms,,,16.0,64,,0.666,,northcentralus,"V1,V2"
Standard_B16ms,,,16.0,64,,0.799,,southcentralus,"V1,V2"
Standard_B16ms,,,16.0,64,,0.799,,westcentralus,"V1,V2"
Standard_B16ms,,,16.0,64,,0.794,,westus,"V1,V2"
Standard_B16ms,,,16.0,64,,0.666,,westus2,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.00624,,centralus,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.0052,,eastus,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.0052,,eastus2,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.0052,,northcentralus,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.00624,,southcentralus,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.00624,,westcentralus,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.0062,,westus,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.0052,,westus2,"V1,V2"
Standard_B1ms,,,1.0,2,,0.025,,centralus,"V1,V2"
Standard_B1ms,,,1.0,2,,0.0207,,eastus,"V1,V2"
Standard_B1ms,,,1.0,2,,0.0208,,eastus2,"V1,V2"
Standard_B1ms,,,1.0,2,,0.0208,,northcentralus,"V1,V2"
Standard_B1ms,,,1.0,2,,0.025,,southcentralus,"V1,V2"
Standard_B1ms,,,1.0,2,,0.025,,westcentralus,"V1,V2"
Standard_B1ms,,,1.0,2,,0.0248,,westus,"V1,V2"
Standard_B1ms,,,1.0,2,,0.0207,,westus2,"V1,V2"
Standard_B1s,,,1.0,1,,0.0125,,centralus,"V1,V2"
Standard_B1s,,,1.0,1,,0.0104,,eastus,"V1,V2"
Standard_B1s,,,1.0,1,,0.0104,,eastus2,"V1,V2"
Standard_B1s,,,1.0,1,,0.0104,,northcentralus,"V1,V2"
Standard_B1s,,,1.0,1,,0.0125,,southcentralus,"V1,V2"
Standard_B1s,,,1.0,1,,0.0125,,westcentralus,"V1,V2"
Standard_B1s,,,1.0,1,,0.0124,,westus,"V1,V2"
Standard_B1s,,,1.0,1,,0.0104,,westus2,"V1,V2"
Standard_B20ms,,,20.0,80,,0.998,,centralus,"V1,V2"
Standard_B20ms,,,20.0,80,,0.832,,eastus,"V1,V2"
Standard_B20ms,,,20.0,80,,0.832,,eastus2,"V1,V2"
Standard_B20ms,,,20.0,80,,0.832,,northcentralus,"V1,V2"
Standard_B20ms,,,20.0,80,,0.998,,southcentralus,"V1,V2"
Standard_B20ms,,,20.0,80,,0.998,,westcentralus,"V1,V2"
Standard_B20ms,,,20.0,80,,0.992,,westus,"V1,V2"
Standard_B20ms,,,20.0,80,,0.832,,westus2,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0998,,centralus,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0832,,eastus,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0832,,eastus2,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0832,,northcentralus,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0998,,southcentralus,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0998,,westcentralus,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0992,,westus,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0832,,westus2,"V1,V2"
Standard_B2s,,,2.0,4,,0.0499,,centralus,"V1,V2"
Standard_B2s,,,2.0,4,,0.0416,,eastus,"V1,V2"
Standard_B2s,,,2.0,4,,0.0416,,eastus2,"V1,V2"
Standard_B2s,,,2.0,4,,0.0416,,northcentralus,"V1,V2"
Standard_B2s,,,2.0,4,,0.0499,,southcentralus,"V1,V2"
Standard_B2s,,,2.0,4,,0.0499,,westcentralus,"V1,V2"
Standard_B2s,,,2.0,4,,0.0496,,westus,"V1,V2"
Standard_B2s,,,2.0,4,,0.0416,,westus2,"V1,V2"
Standard_B4ms,,,4.0,16,,0.2,,centralus,"V1,V2"
Standard_B4ms,,,4.0,16,,0.166,,eastus,"V1,V2"
Standard_B4ms,,,4.0,16,,0.166,,eastus2,"V1,V2"
Standard_B4ms,,,4.0,16,,0.166,,northcentralus,"V1,V2"
Standard_B4ms,,,4.0,16,,0.2,,southcentralus,"V1,V2"
Standard_B4ms,,,4.0,16,,0.2,,westcentralus,"V1,V2"
Standard_B4ms,,,4.0,16,,0.198,,westus,"V1,V2"
Standard_B4ms,,,4.0,16,,0.166,,westus2,"V1,V2"
Standard_B8ms,,,8.0,32,,0.399,,centralus,"V1,V2"
Standard_B8ms,,,8.0,32,,0.333,,eastus,"V1,V2"
Standard_B8ms,,,8.0,32,,0.333,,eastus2,"V1,V2"
Standard_B8ms,,,8.0,32,,0.333,,northcentralus,"V1,V2"
Standard_B8ms,,,8.0,32,,0.399,,southcentralus,"V1,V2"
Standard_B8ms,,,8.0,32,,0.399,,westcentralus,"V1,V2"
Standard_B8ms,,,8.0,32,,0.397,,westus,"V1,V2"
Standard_B8ms,,,8.0,32,,0.333,,westus2,"V1,V2"
Standard_D1,,,1.0,3.5,,0.077,0.0077,centralus,V1
Standard_D1,,,1.0,3.5,,0.077,0.0077,eastus,V1
Standard_D1,,,1.0,3.5,,0.067,0.0067,eastus2,V1
Standard_D1,,,1.0,3.5,,0.077,0.0077,northcentralus,V1
Standard_D1,,,1.0,3.5,,0.067,0.0067,southcentralus,V1
Standard_D1,,,1.0,3.5,,0.077,0.0077,westus,V1
Standard_D11,,,2.0,14,,0.193,0.0193,centralus,V1
Standard_D11,,,2.0,14,,0.193,0.0193,eastus,V1
Standard_D11,,,2.0,14,,0.173,0.0173,eastus2,V1
Standard_D11,,,2.0,14,,0.193,0.0193,northcentralus,V1
Standard_D11,,,2.0,14,,0.173,0.0173,southcentralus,V1
Standard_D11,,,2.0,14,,0.193,0.0193,westus,V1
Standard_D11_v2,,,2.0,14,,0.185,0.020572,centralus,V1
Standard_D11_v2,,,2.0,14,,0.185,0.077663,eastus,V1
Standard_D11_v2,,,2.0,14,,0.149,0.06556,eastus2,V1
Standard_D11_v2,,,2.0,14,,0.185,0.019536,northcentralus,V1
Standard_D11_v2,,,2.0,14,,0.166,0.031922,southcentralus,V1
Standard_D11_v2,,,2.0,14,,0.166,0.025481,westcentralus,V1
Standard_D11_v2,,,2.0,14,,0.185,0.024272,westus,V1
Standard_D11_v2,,,2.0,14,,0.149,0.026492,westus2,V1
Standard_D11_v2_Promo,,,2.0,14,,0.037,,centralus,V1
Standard_D11_v2_Promo,,,2.0,14,,0.037,,eastus,V1
Standard_D11_v2_Promo,,,2.0,14,,0.0299,,eastus2,V1
Standard_D11_v2_Promo,,,2.0,14,,0.037,,northcentralus,V1
Standard_D11_v2_Promo,,,2.0,14,,0.033,,southcentralus,V1
Standard_D11_v2_Promo,,,2.0,14,,0.033,,westcentralus,V1
Standard_D11_v2_Promo,,,2.0,14,,0.037,,westus,V1
Standard_D11_v2_Promo,,,2.0,14,,0.0299,,westus2,V1
Standard_D12,,,4.0,28,,0.386,0.0386,centralus,V1
Standard_D12,,,4.0,28,,0.386,0.0386,eastus,V1
Standard_D12,,,4.0,28,,0.347,0.0347,eastus2,V1
Standard_D12,,,4.0,28,,0.386,0.0386,northcentralus,V1
Standard_D12,,,4.0,28,,0.347,0.0347,southcentralus,V1
Standard_D12,,,4.0,28,,0.386,0.0386,westus,V1
Standard_D12_v2,,,4.0,28,,0.371,0.041255,centralus,V1
Standard_D12_v2,,,4.0,28,,0.371,0.155746,eastus,V1
Standard_D12_v2,,,4.0,28,,0.299,0.13156,eastus2,V1
Standard_D12_v2,,,4.0,28,,0.37,0.039072,northcentralus,V1
Standard_D12_v2,,,4.0,28,,0.332,0.063844,southcentralus,V1
Standard_D12_v2,,,4.0,28,,0.332,0.050962,westcentralus,V1
Standard_D12_v2,,,4.0,28,,0.37,0.048544,westus,V1
Standard_D12_v2,,,4.0,28,,0.299,0.053162,westus2,V1
Standard_D12_v2_Promo,,,4.0,28,,0.074,,centralus,V1
Standard_D12_v2_Promo,,,4.0,28,,0.074,,eastus,V1
Standard_D12_v2_Promo,,,4.0,28,,0.0598,,eastus2,V1
Standard_D12_v2_Promo,,,4.0,28,,0.074,,northcentralus,V1
Standard_D12_v2_Promo,,,4.0,28,,0.0665,,southcentralus,V1
Standard_D12_v2_Promo,,,4.0,28,,0.0665,,westcentralus,V1
Standard_D12_v2_Promo,,,4.0,28,,0.074,,westus,V1
Standard_D12_v2_Promo,,,4.0,28,,0.0598,,westus2,V1
Standard_D13,,,8.0,56,,0.771,0.0771,centralus,V1
Standard_D13,,,8.0,56,,0.771,0.0771,eastus,V1
Standard_D13,,,8.0,56,,0.694,0.0694,eastus2,V1
Standard_D13,,,8.0,56,,0.771,0.0771,northcentralus,V1
Standard_D13,,,8.0,56,,0.694,0.0694,southcentralus,V1
Standard_D13,,,8.0,56,,0.771,0.0771,westus,V1
Standard_D13_v2,,,8.0,56,,0.741,0.082399,centralus,V1
Standard_D13_v2,,,8.0,56,,0.741,0.311072,eastus,V1
Standard_D13_v2,,,8.0,56,,0.598,0.26312,eastus2,V1
Standard_D13_v2,,,8.0,56,,0.741,0.07825,northcentralus,V1
Standard_D13_v2,,,8.0,56,,0.665,0.12788,southcentralus,V1
Standard_D13_v2,,,8.0,56,,0.665,0.102078,westcentralus,V1
Standard_D13_v2,,,8.0,56,,0.741,0.097219,westus,V1
Standard_D13_v2,,,8.0,56,,0.598,0.106324,westus2,V1
Standard_D13_v2_Promo,,,8.0,56,,0.148,,centralus,V1
Standard_D13_v2_Promo,,,8.0,56,,0.148,,eastus,V1
Standard_D13_v2_Promo,,,8.0,56,,0.12,,eastus2,V1
Standard_D13_v2_Promo,,,8.0,56,,0.148,,northcentralus,V1
Standard_D13_v2_Promo,,,8.0,56,,0.133,,southcentralus,V1
Standard_D13_v2_Promo,,,8.0,56,,0.133,,westcentralus,V1
Standard_D13_v2_Promo,,,8.0,56,,0.148,,westus,V1
Standard_D13_v2_Promo,,,8.0,56,,0.12,,westus2,V1
Standard_D14,,,16.0,112,,1.542,0.1542,centralus,V1
Standard_D14,,,16.0,112,,1.542,0.1542,eastus,V1
Standard_D14,,,16.0,112,,1.387,0.1387,eastus2,V1
Standard_D14,,,16.0,112,,1.542,0.1542,northcentralus,V1
Standard_D14,,,16.0,112,,1.387,0.1387,southcentralus,V1
Standard_D14,,,16.0,112,,1.542,0.1542,westus,V1
Standard_D14_v2,,,16.0,112,,1.482,0.164798,centralus,V1
Standard_D14_v2,,,16.0,112,,1.482,0.622144,eastus,V1
Standard_D14_v2,,,16.0,112,,1.196,0.52624,eastus2,V1
Standard_D14_v2,,,16.0,112,,1.482,0.156499,northcentralus,V1
Standard_D14_v2,,,16.0,112,,1.33,0.255759,southcentralus,V1
Standard_D14_v2,,,16.0,112,,1.33,0.204155,westcentralus,V1
Standard_D14_v2,,,16.0,112,,1.482,0.194438,westus,V1
Standard_D14_v2,,,16.0,112,,1.196,0.212649,westus2,V1
Standard_D14_v2_Promo,,,16.0,112,,0.296,,centralus,V1
Standard_D14_v2_Promo,,,16.0,112,,0.296,,eastus,V1
Standard_D14_v2_Promo,,,16.0,112,,0.239,,eastus2,V1
Standard_D14_v2_Promo,,,16.0,112,,0.296,,northcentralus,V1
Standard_D14_v2_Promo,,,16.0,112,,0.266,,southcentralus,V1
Standard_D14_v2_Promo,,,16.0,112,,0.266,,westcentralus,V1
Standard_D14_v2_Promo,,,16.0,112,,0.296,,westus,V1
Standard_D14_v2_Promo,,,16.0,112,,0.239,,westus2,V1
Standard_D15_v2,,,20.0,140,,1.853,0.206054,centralus,V1
Standard_D15_v2,,,20.0,140,,1.853,0.777889,eastus,V1
Standard_D15_v2,,,20.0,140,,1.495,0.6578,eastus2,V1
Standard_D15_v2,,,20.0,140,,1.852,0.195571,northcentralus,V1
Standard_D15_v2,,,20.0,140,,1.662,0.319603,southcentralus,V1
Standard_D15_v2,,,20.0,140,,1.662,0.255117,westcentralus,V1
Standard_D15_v2,,,20.0,140,,1.852,0.242982,westus,V1
Standard_D15_v2,,,20.0,140,,1.495,0.265811,westus2,V1
Standard_D16ads_v5,,,16.0,64,,0.931,0.0931,centralus,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.824,0.0824,eastus,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.824,0.086767,eastus2,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.824,0.088745,northcentralus,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.989,0.0989,southcentralus,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.989,0.0989,westcentralus,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.976,0.0976,westus,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.824,0.08273,westus2,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.868,0.0868,centralus,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.768,0.0768,eastus,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.768,0.0768,eastus2,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.768,0.0768,northcentralus,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.922,0.0922,southcentralus,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.922,0.0922,westcentralus,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.896,0.0896,westus,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.768,0.0768,westus2,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.777,0.0777,centralus,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.688,0.0688,eastus,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.688,0.072446,eastus2,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.688,0.074098,northcentralus,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.826,0.0826,southcentralus,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.826,0.0826,westcentralus,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.808,0.0808,westus,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.688,0.069075,westus2,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.868,0.0868,centralus,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.768,0.0768,eastus,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.768,0.0768,eastus2,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.768,0.0768,northcentralus,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.922,0.0922,southcentralus,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.922,0.0922,westcentralus,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.896,0.0896,westus,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.768,0.0768,westus2,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,1.022,0.106186,centralus,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,0.904,0.369646,eastus,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,0.904,0.39776,eastus2,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,0.904,0.091666,northcentralus,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,1.175,0.240288,southcentralus,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,1.085,0.152008,westcentralus,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,1.064,0.131404,westus,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,0.904,0.141386,westus2,"V1,V2"
Standard_D16ds_v5,,,16.0,64,,1.022,0.176193,centralus,"V1,V2"
Standard_D16ds_v5,,,16.0,64,,0.904,0.37959,eastus,"V1,V2"
Standard_D16ds_v5,,,16.0,64,,0.904,0.39767,eastus2,"V1,V2"
Standard_D16ds_v5,,,16.0,64,,0.904,0.109926,northcentralus,"V1,V2"
Standard_D16ds_v5,,,16.0,64,,1.085,0.289912,southcentralus,"V1,V2"
